ID Planinfra,Ano de entrada,Registro do ID,Data da ação,Status,AUTORIZAÇÃO,Cidade,Estado,PRIORIDADE EMAER,COMAR,ODS,OM,DESCRIÇÃO,Solicitante,Documento de Solicitação,DOCUMENTO do Caderno de Necessidades,Data do Carderno de Necessidades,VALOR ESTIMATIVA (R$),RESPONSAVEL PROJETO,INÍCIO DO PROJETO/TAP,PRAZO DE PROJETO,PROJETO,VALOR PROJETO  (R$),DOCUMENTO ENTREGA do Projeto,Data de entrega do Projeto,DOCUMENTO CANCELAMENTO,DOCUMENTO SUSPENSÃO,RESPONSÁVEL LICITAÇÃO,Origem do Crédito,DATA DA LICITAÇÃO,Valor Obra (R$),Apostilamentos/Reajustes,1o Valor Aditivo (R$),2o Valor Aditivo (R$),3o Valor Aditivo (R$),4o Valor Aditivo (R$),5o Valor Aditivo (R$),Valor Vigente (R$),RESPONSÁVEL FISCALIZAÇÃO,INÍCIO DA OBRA,PRAZO ORIGINAL DA OBRA,1o ADITIVO DE PRAZO (DIAS),2o ADITIVO DE PRAZO (DIAS),3o ADITIVO DE PRAZO (DIAS),4o ADITIVO DE PRAZO (DIAS),5o ADITIVO DE PRAZO (DIAS),Valor Total Medido,PRAZO DA OBRA,EXECUÇÃO,OBS,PUBLICAR,Data que saiu do PlanINFRA,Setor Responsável,Telefone,RESPONSÁVEL ETPE,DOCUMENTO do ETPE,Data do ETPE,GERENTE DO PROJETO,TELEFONE DO GERENTE,DOCUMENTO de envio do TAP para o cliente,DATA de envio do TAP para o cliente,DOCUMENTO de recebimento do TAP assinado pelo cliente,VALOR ESTIMATIVA TAP (R$),LINK DO GPAER,DOCUMENTO de envio do TMP para o cliente,DATA de envio do TMP para o cliente,DOCUMENTO de recebimento do TMP assinado pelo cliente,DATA de recebimento do TMP assinado pelo cliente,ACRÉSCIMO VALOR TMP,ACRÉSCIMO PRAZO TMP,ESTIMATIVA PROJETO VIGENTE,PRAZO PROJETO VIGENTE,DOCUMENTO de assinatura do TEP pelo cliente,DATA de assinatura do TEP pelo cliente,REGISTRO SISOP,USUÁRIO ÚLTIMO AÇÃO,DOCUMENTO AUTORIZAÇÃO PARA LICITAR,DATA AUTORIZAÇÃO PARA LICITAR,DATA ENVIO DA DNR À UG EXEC,DATA ENVIO À CJU,DATA RETORNO DA CJU,DATA PUBLICAÇÃO EDITAL,DATA ENTREGA PROPOSTAS,VALOR ADJUDICADO,CÓDIGO PTA,INÍCIO PTA,TÉRMINO PTA,TIPO LICITACAO,NUMERO LICITACAO
2018-1026,2018,1026,,PRC,Encerrado,RIO DE JANEIRO,RJ,,III COMAR,COMPREP,BASC,Substituição do Grupo Gerador da SCOAM,,,,,,CISCEA,,7/30/2019,100,,,,,,CAE,FAB,,,,,,,,,,,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1027,2018,1027,,OBC,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,PABR,"Construção de 1 casa para Oficial General no Lote 17, Conjunto 09, QL 12, da SHI/SUL",,,,,,SERINFRA-BR,,8/31/2018,100,,,,,,GAP-BR,FAB,2/26/2019,"R$ 1.692.588,08",,,,,,,"1.692.588,08",,2/26/2019,2/18/2020,,,,,,,2/18/2020,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1028,2018,1028,13/01/2023 09:25:54,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,PABR,Construção de 36 PNR Oficiais Superiores na SQS 311 (1 bloco x 6 andares x 8 ap por andar - 157 m2),,113/4SC2/9535,,,"R$ 28.000.000,00",SERINFRA-BR,,12/31/2022,20,,,,,,,PERMUTA,,,,,,,,,"R$ 28.000.000,00",SERINFRA-BR,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",SIM,,DTEN-BR,61 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1029,2018,1029,06/05/2022 10:37:16,OBC,Encerrado,SÃO JOSÉ DOS CAMPOS,SP,,IV COMAR,DCTA,PAMA-SJ,PAMA SJ - Pátio de Aeronaves para o KC-390,COMGAP,,,,,CEPE,,3/30/2018,100,"R$ 5.281.081,18",,3/28/2018,,,GAP-SJ,FAB 219D,12/6/2018,"R$ 5.037.835,26","R$ 5,00","R$ 472.825,12","R$ 110.293,93","R$ 41.793,25","R$ 269.624,90","R$ 42.375,10","R$ 5.974.752,56",CO-DCTA,12/26/2018,2/28/2020,,,,,,,2/28/2020,100,Registro SISOP: DCTA-2018-3-SP-IN,NÃO,,DTEN - ENGENHARIA,(11) 2104-5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1030,2018,1030,21/03/2024 12:48:57,OBC,Encerrado,SÃO JOSÉ DOS CAMPOS,SP,,IV COMAR,DCTA,DCTA,Construção de subestação rebaixadora de tensão e linhas de transmissão e distribuição no campus do DCTA - DCTA-2019-7-SP-ED,DCTA,,-,,,GAP-SJ,,,100,,-,,,,GAP-SJ,FAB 219D,8/9/2019,"R$ 23.231.777,45","R$ 1.688.270,27","R$ 398.700,96","R$ 1.276.008,35","R$ 37.254,58","R$ 1.844.500,43","R$ 707.452,10","R$ 23.231.777,45",SERINFRA-SJ,8/8/2019,7/29/2021,120,120,365,90,120,,10/22/2023,100,"R$ 23.231.777,45

Registro SISOP: DCTA-2019-7-SP-ED

23.01.23 - 5º TA 5º Apostilamento 
Previsão de Termino para 29/03/23.

6º Termo Aditivo, tendo as seguintes alterações: acréscimo R$ 54.017,34,
devido a ajuste de projeto e escopo; supressão total de R$ 115.952,80, devido a ajuste de projeto e escopo;
formalização de um ajuste no valor apostilado a título de reajuste, em função dos acréscimos e supressões
propostos resultando em supressão de R$ 25.242,18 e alteração valor do contrato para R$ 23.231.77,44,
referente ao resultado líquido dos acréscimos e supressões.

Os valores do 5º e 6º TA estão ajustados por falta de campo para lançamento.

Aguardando recebimento definitivo.
",SIM,,CONTRATOS,(12) 3947-4012,,,,,,,,,,,,,,,,,,,Não se aplica.,01/01/1900,DCTA-2019-7-SP-ED,,,,,,,,,,,,,,
2018-1031,2018,1031,04/05/2022 09:01:04,PCN,Encerrado,SÃO PAULO,SP,,IV COMAR,SEFA,PASP,Construção de 2 blocos PNR Graduados (6 andares/8 ap por andar/91 m2 - 96 PNR),EMAER,68/4SC4/47967,,,"R$ 42.000.000,00",CEPE,,,,,,,,,,,,,,,,,,,"R$ 42.000.000,00",,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1032,2018,1032,08/05/2023 09:46:43,OBC,Encerrado,SÃO PAULO,SP,,IV COMAR,COMGAP,PAMA-SP,Adequação do sistema elétrico do Quadrante Nordeste Hangar 3 -  COMGAP-2020-1-SP-IN,PAMASP,,,,,DTINFRA-SP,,9/30/2018,100,"R$ 596.086,68",Ofício nº 1865/SEN SP/9180,10/30/2018,,,GAP-SP,FAB,11/27/2019,"R$ 534.094,13",,"R$ 181.315,02",,,,,"R$ 715.409,15",DTINFRA-SP,3/16/2020,6/15/2020,478,60,92,93,,,6/8/2022,100,"Registro SISOP: COMGAP-2020-1-SP-IN.

CRÉDITO DESCENTRALIZADO = R$ 471.721,87
 (PROJETO)
 - (PROJETO) renomeado (descrição ANTERIOR: Substituição do quadro elétrico do Hangar 03 de ANV do PAMA-SP).
 (OBRA) 
 - Prazo inicial de execução: 15/09/2020
 - TA de prazo (150 dias).
- TA de valor (+ R$ 8.716,93/ - R$ 18.961,25/ - R$ 69.864,52/ + R$ 89.589,84), resultando no valor de R$ 9.481,00.
- Reequilíbrio econômico-financeiro no valor de R$ 171.834,02.
- O contrato ficou suspenso mo período de 21/01/21 a 15/03/21.",SIM,,DTEN - ENGENHARIA,(11) 2104-5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1033,2018,1033,13/05/2022 16:32:51,OCN,Encerrado,SÃO PAULO,SP,,IV COMAR,COMGAP,BASP,Projeto de recuperação do telhado do Hangar de ANV da BASP - COMGAP-2020-5-SP-SV,BASP,,,,,DTINFRA-SP,,9/30/2018,100,"R$ 913.479,43",147304,,,,GAP-SP,FAB 219D,4/20/2020,"R$ 685.109,57",,,,,,,"R$ 685.109,57",DTINFRA-SP,8/3/2020,1/29/2021,,,,,,,1/29/2021,7,Registro SISOP: COMGAP-2020-5-SP-SV,SIM,,DTEN - ENGENHARIA,(11) 2104-5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1034,2018,1034,15/09/2022 11:30:42,PRC,Encerrado,SÃO PAULO,SP,,IV COMAR,COMGAP,COMGAP,Reforma e adequação do antigo BINFA do QG do COMGAP,COMGAP,,,,,DTINFRA-SP,,6/29/2018,100,"R$ 1.686.630,82",,,,,GABGAP,FAB,6/5/2018,,,,,,,,"R$ 1.686.630,82",,6/5/2018,10/30/2019,,,,,,,10/30/2019,,"Esta obra foi realizada mediante Ata de Preço, logo não foi inserida em sua totalidade no SISOP, uma vez que o seu controle é diferenciado. ",SIM,,DTEN,(11) 2104-5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1035,2018,1035,,OBC,Encerrado,CANOAS,RS,,V COMAR,COMPREP,ALA 3,Revitalização da estrada entre a Alameda da ALA3 e o 2º/1º GCC,,,,,,SERINFRA-CO,,10/30/2018,100,,,,,,GAP-CO,FAB,9/2/2019,"R$ 925.861,24",,,,,,,"925.861,24",,9/2/2019,2/23/2020,,,,,,,2/23/2020,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1036,2018,1036,08/05/2023 09:48:56,OBC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Recuperação da rede de esgoto cloacal e pluvial da ALA 4 - COMPREP-2020-4-RS-IN,GAP-SM,,,,,SERINFRA-CO,,6/30/2019,100,"R$ 3.278.242,81",,6/30/2019,,,GAP-SM,FAB 219D,3/17/2020,"R$ 3.078.744,78","R$ 123.322,06","-R$ 925,48","-R$ 2.489,72",,,,"R$ 3.198.651,64",SERINFRA-CO,3/17/2020,11/7/2021,26,,,,,,12/3/2021,100,Obra entregue.,SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1037,2018,1037,,OBC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,ALA 4,"Piscina de Contenção para Tratamento e Disposição de Efluentes ""Off-Site""",,,,,,SERINFRA-CO,,8/7/2019,100,"R$ 172.377,69",,,,,GAP-SM,FAB,7/13/2019,,,,,,,,"172.377,69",SERINFRA-CO,7/13/2019,12/10/2020,,,,,,,12/10/2020,100,"CRÉDITO DESCENTRALIZADO = R$ 172.377,69
 (PROJETO)
 - Enviado via Ofício nº 2196/SSEP CO/17638 à ALA 4, em 07/08/19.
 (OBRA)
 - TERP emitido em 11/12/20.
 - TERD emitido em 25/02/21.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1038,2018,1038,,OBC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,ALA 4,Ampliação do pátio de ANV em direção ao terminal (Recurso SAC),EMAER,,,,,SERINFRA-CO,,1/1/2018,100,,167301,,,,GAP-SM,FAB,5/14/2018,"R$ 5.420.977,88",,,,,,,"R$ 5.420.977,88",,5/14/2018,8/26/2020,,,,,,,8/26/2020,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1039,2018,1039,16/11/2022 12:00:13,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,BAMN,Implantação da Área de Giro (Turn-Bay) para o B-767,HFAB,OF 103/4SC2/9289,,,,COMARA,1/1/2018,4/1/2018,100,"R$ 1.776.029,99",,,163/4SC2/6400,,,FAB,7/1/2018,,,,,,,,"R$ 1.776.029,99",,7/1/2018,10/1/2018,,,,,,,10/1/2018,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1040,2018,1040,,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,ALA 8,Manutenção do prédio do GSD - Prédio do Esquadrão de Formação e Adestramento do GSD-MN (Fase 1),EMAER,OF 79/4SC2/41901,,,,SERINFRA-MN,,9/20/2018,100,,144619,,,,GAP-MN,FAB,11/25/2019,"R$ 1.584.855,55",,"R$ 262.468,47",,,,,"1.847.324,02",SERINFRA-MN,11/25/2019,5/23/2020,60,,,,,,7/22/2020,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1041,2018,1041,09/05/2022 11:45:05,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,ALA 8,Manutenção do prédio do GSD - Prédio do Comando do GSD-MN (Fase 2),ALA 8,,,,,SERINFRA-MN,,9/12/2018,100,,,,,,GAP-MN,FAB,7/29/2019,"R$ 1.352.894,44",,"R$ 121.910,21",,,,,"R$ 1.474.804,65",SERINFRA-MN,7/29/2019,1/28/2020,,,,,,,1/28/2020,100,CONTRATO FINALIZADO.,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1042,2018,1042,28/04/2022 11:35:55,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,ALA 8,Manutenção dos portões e cobertura do hangar do 7º/8º GAV,,,,,,SERINFRA-MN,,6/30/2019,100,,,,,,GAP-MN,FAB,11/11/2019,"R$ 565.209,67",,,,,,,"R$ 565.209,67",SERINFRA-MN,11/11/2019,3/25/2020,45,,,,,,5/9/2020,100,CELEBRADO APENAS 1 TERMO ADITIVO PARA ADIÇÃO DE PRAZO DE 45 DIAS.,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1043,2018,1043,,OBC,Encerrado,SÃO GABRIEL DA CACHOEIRA,AM,,VII COMAR,,DASG,"Manutenção da cozinha do DASG, incluindo a rede de esgoto e a troca do piso existente",,,,,,SERINFRA-MN,,4/30/2019,100,"R$ 1.019.982,28",,,,,GAP-MN,FAB,7/17/2020,"R$ 991.443,98",,"R$ 80.738,66",,,,,"1.072.182,64",SERINFRA-MN,7/17/2020,11/10/2020,105,,,,,,2/23/2021,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1044,2018,1044,28/04/2022 11:46:31,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,ALA 8,Manutenção da cobertura do hangar do GLOG,ALA 8,,,,,SERINFRA-MN,,8/30/2019,100,"R$ 3.019.070,35",,,,,GAP-MN,FAB,7/13/2020,"R$ 2.470.551,56",,"-R$ 65.942,00",,,,,"R$ 2.404.609,56",SERINFRA-MN,7/13/2020,9/6/2021,60,,,,,,11/5/2021,100,"CRÉDITO DESCENTRALIZADO = R$ 825.438,51
 VALOR EMPENHADO: R$ 1.645.113,05
VALOR FINAL DA OBRA APÓS SUPRESSÃO = R$ 2.404.609,58",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1045,2018,1045,02/06/2022 11:04:52,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,ALA 8,Construção da cerca operacional da Ala 8,,,,,,SERINFRA-MN,,8/30/2019,100,,,,,,GAP-MN,FAB,1/30/2020,"R$ 1.387.718,83",,,,,,,"R$ 1.387.718,83",SERINFRA-MN,1/30/2020,9/26/2020,,,,,,,9/26/2020,100,CONTRATO FINALIZADO.,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1046,2018,1046,03/05/2022 13:52:10,OBC,Encerrado,RIO DE JANEIRO,RJ,,III COMAR,SEFA,PAGL,Recuperação estrutural de blocos PNR Oficiais PAGL,EMAER,,,,,CEPE,,6/30/2018,100,"R$ 187.236,41",5/SECDIRINFRA/6361,7/30/2018,,,GAP-GL,FAB,2/1/2021,"R$ 409.258,48",,"R$ 27.773,94",,,,,"R$ 437.032,42",SERINFRA-RJ,2/1/2021,5/2/2021,182,,,,,,10/31/2021,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1047,2018,1047,13/03/2024 09:55:45,PRC,PlanINFRA,BELÉM,PA,,I COMAR,COMPREP,BABE,Reforma e adequação das atuais Instalações da Edificação E-087 para a Utilização do GSD-BE na ALA 9,I COMAR,TDE (Termo de Doação com Encargos),Programa de Necessidades 14/DTINFRA-BE/2019,12/4/2019,"R$ 5.053.512,36",SERINFRA-BE,,5/29/2020,100,"R$ 5.169.514,93",Ofício nº 131/SSEP BE/5110,6/10/2020,,,SEDOP,CONVÊNIO - SEDOP,,,,,,,,,"R$ 5.169.514,93",SEDOP,,,,,,,,,,,"O projeto original, cujo prazo no PLANINFRA era 28/02/2019, já havia sido entregue à SEDOP na época de sua conclusão. Contudo, vale ressaltar que este projeto teve que ser readequado pelo DTINFRA-BE, com a finalidade de atender novas necessidade do GSD-BE, inclusive com aumento de escopo, sendo essa demanda solicitada pelo então Comandante da Ala 9 em dezembro de 2019. Dessa forma o novo prazo do projeto passou a ser 29/05/2020, sendo encaminhado à SEDOP mediante o Ofício nº 131/SSEP BE/5110, de 10/06/2020.

Projeto
Encaminhado à SEDOP, no dia 09/05/2022, as respostas emitidas pelo DTINFRA-BE acerca da 3ª Análise do projeto. Em reunião ocorrida no dia 31/05/2022, com a participação de técnicos da SEDOP e do DTINFRA-BE, foi-nos informado que o projeto hidrossanitário está em fila de reanálise, após ajustes feitos pelo DTINFRA-BE.

Licitação
Processo a ser realizado pelo Governo do Estado do Pará (SEOP).",SIM,,DTEN-BE,(91) 3204-9652,,,,,,,,,,,,,,,,,,29/05/2020,ATA de reunição nº 23/DTINFRA-BE/2023,10/08/2023,,,,,,,,,,,,,,,
2018-1048,2018,1048,27/04/2022 17:47:17,OBC,Encerrado,BELÉM,PA,,I COMAR,COMPREP,ALA 9,"Construção de coberturas em estrutura metálica na área de instrução e estacionamento de viaturas, recuperação da pavimentação e calçamentos internos no GSD-BE na ALA 9",Ala 9,,,,,SERINFRA-BE,,4/6/2018,100,"R$ 1.587.470,11",,,,,GAP-BE,FAB,12/19/2018,"R$ 1.425.423,42",,"R$ 117.326,95",,,,,"R$ 1.542.750,37",SERINFRA-BE,12/19/2018,5/18/2019,60,,,,,,7/17/2019,100,Obra concluída.,NÃO,,DTEN-BE,(91) 3204-9652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1049,2018,1049,23/04/2025 15:46:03,OBI,PlanINFRA,BELÉM,PA,,I COMAR,COMGEP,HABE,Implantação da nova rede de esgoto do HABE e instalação de Estação de Tratamento de Esgoto,I COMAR,TDE (Termo de Doação com Encargos),,,,CEPE,,4/6/2018,100,"R$ 674.412,78",41/SSEP BE/11503,1/30/2019,,,SEOP-PA,CONVÊNIO - SEDOP,4/12/2023,"R$ 1.426.154,61",,,,,,,"R$ 1.426.154,61",SEOP,7/3/2023,,,,,,,,,21,"> __/__/____ -  Projeto: Permanecem pendentes duas ARTs de profissionais do CEPE. Tendo em vista que o Centro foi o responsável pela elaboração do projeto, o DTINFRA-BE está fazendo gestões junto à DIRINFRA para que as ARTs faltantes sejam encaminhadas ao Destacamento na maior brevidade possível.
===========================
> 14/04/2022 - Foi encaminhado o Ofício nº 14/DTEN BE à DIRINFRA solicitando apoio no sentido fazer gestões junto ao CEPE para pagamento das ARTs.
===========================
> 31/05/2022 - Reunião com participação de técnicos da SEDOP e do DTINFRA-BE, ocasião em que foi-nos informado que está sendo finalizada a documentação necessária para encaminhar o projeto para o setor de licitação, mas que sem as ARTs, o processo fica “preso” no setor técnico.
===========================
> __/__/____ - Licitação: Processo a ser realizado pelo Governo do Estado do Pará  (SEDOP).
===========================
> 12/04/2023 - Foi homologado o processo licitatório para contratação de empresa de engenharia especializada para execução da obra (Tomada de preços 007/2023 – CPL/SEDOP).
===========================
> 03/07/2023 - Obra iniciada.
===========================
> 30/11/2023 - Obra encontra-se paralisada, aguardando a regularização de pagamento das medições. Sem previsão para retomada. Percentual de execução da obra: 16,69%.
===========================
> 09/04/2024 - Obra em andamento (Abertura de valas para implantação de rede coletora de esgoto). Percentual de execução da obra: 16,69%.
===========================
> No período de 13/05/2024 à 05/07/2024 não houve atividades no canteiro.
===========================
> 05/07/2024 - A contratada apresentou novo cronograma e demonstrativo de etapa para a Obra.
===========================
> 08/07/2024 - Obra retomada. Em execução, abertura de valas, assentamento de tubulação da Rede de Esgoto domiciliar e execução de Poços de Visita.
===========================
> __/__/____ - Serviços em andamento: Abertura de valas, assentamento de tubulação da Rede de Esgoto domiciliar, instalação de PV, concretagem de radier e elevação de alvenaria para base da ETE.
===========================
> __/__/____ Sem atividades no canteiro, há pendências no projeto da ETE e atrasos de pagamento das medições. 
===========================
> 05/09/2024 - Reunião participando o Chefe da SSFT, o presidente da Comissão de Supervisão  e o representante da SEOP, o Eng. Ricardo, registrada na Ata 20 /SERINFRA-BE/2024, na qual foram deliberadas as demandas do projeto estrutural da ETE. Quanto aos serviços que foram executados sem o aprovo da Comissão de Fiscalização e a devida análise do projeto executivo, o Eng. Ricardo informou que notificaria a Contratada.
===========================
10/09/2024 - O SERINFRA-BE recebeu cópia da notificação n° 126/2024/SEOP.
===========================
24/09/2024 - Encaminhado o Ofício  n° 05/SSFT/ 778 solicitando posicionamento da SEOP, acerca do andamento da obra. Aguardando posicionamento do órgão. 
===========================
18/02/2025-  Encaminhado Ofício nº 08/SSFT/117 de 18/02/2025, informando o I COMAR e a DIRINFRA sobre a paralisação da obra
===========================
15/04/2025- Encaminhado Ofício nº 05/SSFT/276 à SEOP, informando os problemas em decorrência do longo período de interrupção da obra.",SIM,,DTEN-BE,(91) 3204-9652,,,,,,,,,,,,,,,,,,06/04/2018,Ordem de Serviço n° 046/2023-DIFIS,03/07/2023,,azevedomha,,,,,,,,,,,,,
2018-1050,2018,1050,13/03/2024 09:58:17,LIA,PlanINFRA,BELÉM,PA,,I COMAR,SEFA,GAP-BE,Construção de nova casa de força do GAP-BE,I COMAR,TDE (Termo de Doação com Encargos),,,,SERINFRA-BE,,4/6/2018,100,"R$ 787.373,98",Of. nº 41/SSEP BE/11503,1/30/2019,,,SEDOP,CONVÊNIO - SEDOP,,,,,,,,,"R$ 787.373,98",SEDOP,,,,,,,,,,,"Projeto: Fez-se necessário revisar o projeto em função de alteração da capacidade da subestação da KF. Encaminhado à SEDOP, nos dias 09/05/2022 e 02/06/2022, documentação complementar do projeto solicitado por aquela Secretaria. Contudo, ainda estão pendentes documentos de responsabilidade técnica de profissionais do Destacamento que fizeram as alterações no projeto, pois o destacamento está sem processo ativo junto aos Conselho (Processo para pagamento de ARTs e RRTs em trâmite no GAP-BE).

Licitação: Processo sendo realizado pelo Governo do Estado do Pará  (SEOP)",SIM,,DTEN-BE,(91) 3204-9652,,,,,,,,,,,,,,,,,,06/04/2018,ATA DE REUNIÃO Nº 23/DTINFRA-BE/2023,10/08/2023,,,,,,,,,,,,,,,
2018-1051,2018,1051,23/04/2025 14:58:05,OBI,PlanINFRA,BELÉM,PA,,I COMAR,SEFA,GAP-BE,Reforma e reforço estrutural do muro patrimonial do GAP-BE,I COMAR,TDE (Termo de Doação com Encargos),,,,SERINFRA-BE,,2/28/2019,100,"R$ 1.304.859,77",Of nº 152/SSEP BE/14599,5/13/2019,,,SEDOP,CONVÊNIO - SEDOP,,"R$ 2.344.307,09",,,,,,,"R$ 2.344.307,09",SEOP,,,,,,,,,,25,"> 31/05/ 2022 - Projeto: em reunião EDOP informou que o projeto foi encaminhado para o setor de licitação no dia 25/03/2022.
===========================
> __/__/____ - Licitação: Processo a ser realizado pelo Governo do Estado do Pará  (SEDOP)
===========================
> 25/10/2023 - Obra iniciada.
===========================
> 27/02/2024 - Obra em andamento (canteiro de obras e sondagem). Percentual de execução da Obra:  7,45 %.
===========================
>10/04/2024 - Obra em andamento (Concluídos a execução de 32 estacas de fundação e 06 blocos de coroamento. Foi apresentado, pela empresa BR da Costa, o relatório de Controle de Resistência do Concreto empregado nos elementos de fundação do muro, dos corpos de prova moldados entre 18/03/2024 e 26/03/2024). Percentual de execução da Obra: 9,19 %.
===========================
> __/__/____ - Execução da viga de cintamento no intervalo dos blocos 01 a 05,  44 blocos de coroamento concretados e 68 estacas concretadas
===========================
> 17/07/2024 - Serviços em andamento: Elevação de 78 m de alvenaria; Concretagem da viga de cintamento até o bloco nº 33; Preparo de armação e formas para vigas e pilares; e 57 blocos de coroamento concretados e 93 estacas concretadas.
===========================
> __/__/____ - Serviços em andamento: Elevação de 96 m de alvenaria, concretagem da viga de cintamento até o bloco nº 33, preparo de armação e formas para vigas e pilares, 57 blocos de coroamento concretados e 93 estacas concretadas. Percentual de execução da obra atualizado para 21,01%s.
===========================
> __/__/____- Serviços em andamento: Elevação de 144 m de alvenaria, concretagem de 156 m de viga de cintamento, concretagem de 60 m da viga de percintamento, ferragens de vigas de cintamento pronta até o bloco 49, 33 pilares concretados, 57 blocos de coroamento concretados e 93 estacas concretadas e 57m de chapisco.
===========================
> 24/09/2024 - Obra em ritmo lento, encaminhado Ofício n° 05/SSFT/ 778, solicitando posicionamento da SEOP, acerca da redução do efetivo no canteiro. Aguardando posicionamento do órgão.
===========================
> __/__/____ - Em andamento: Elevação de 144 m de alvenaria, concretagem de 156 m de viga de cintamento, concretagem de 60 m da viga de percintamento,  33 pilares concretados, 57 blocos de coroamento concretados e 93 estacas concretadas e 120 m de chapisco.
===========================
> 24/09/2024 - Obra sem atividades. Encaminhado Ofício nº 05/SSFT/778, solicitando posicionamento da SEOP acerca da obra. Aguardando posicionamento do órgão.
===========================
> __/__/____ - Obra sem atividades.

> 23/04/2025- Encontra-se paralisada, sem previsão de retomada. A empresa Contratada realizou o serviços de remoção da camada de vegetação nas proximidades do canteiro de obras no dia 11 de março de 2025. Emitido o Ofício n° 5/SSFT/276 de 15 de abril de 2025, que reforça as solicitações previamente feitas em relação à Obra.",SIM,,DTEN-BE,(91) 3204-9652,,,,,,,,,,,,,,,,,,28/02/2019,Ordem de Serviço n° 071/2023,01/01/70627,,azevedomha,,,,,,,,,,,,,
